,Period,HomeCountry,Commune,Gender,Population
4806,2023Q4,Liechtenstein,Region Nordjylland,Men,1
4807,2023Q4,Liechtenstein,Region Nordjylland,Women,0
4808,2023Q4,Liechtenstein,Brønderslev,Men,0
4809,2023Q4,Liechtenstein,Brønderslev,Women,0
4810,2023Q4,Liechtenstein,Frederikshavn,Men,0
4811,2023Q4,Liechtenstein,Frederikshavn,Women,0
4812,2023Q4,Liechtenstein,Hjørring,Men,0
4813,2023Q4,Liechtenstein,Hjørring,Women,0
4814,2023Q4,Liechtenstein,Jammerbugt,Men,0
4815,2023Q4,Liechtenstein,Jammerbugt,Women,0
4816,2023Q4,Liechtenstein,Læsø,Men,0
4817,2023Q4,Liechtenstein,Læsø,Women,0
4818,2023Q4,Liechtenstein,Mariagerfjord,Men,0
4819,2023Q4,Liechtenstein,Mariagerfjord,Women,0
4820,2023Q4,Liechtenstein,Morsø,Men,0
4821,2023Q4,Liechtenstein,Morsø,Women,0
4822,2023Q4,Liechtenstein,Rebild,Men,0
4823,2023Q4,Liechtenstein,Rebild,Women,0
4824,2023Q4,Liechtenstein,Thisted,Men,0
4825,2023Q4,Liechtenstein,Thisted,Women,0
4826,2023Q4,Liechtenstein,Vesthimmerlands,Men,0
4827,2023Q4,Liechtenstein,Vesthimmerlands,Women,0
4828,2023Q4,Liechtenstein,Aalborg,Men,1
4829,2023Q4,Liechtenstein,Aalborg,Women,0
4830,2023Q4,Lithuania,All Denmark,Men,8487
4831,2023Q4,Lithuania,All Denmark,Women,7996
4832,2023Q4,Lithuania,Region Hovedstaden,Men,2634
4833,2023Q4,Lithuania,Region Hovedstaden,Women,2881
4834,2023Q4,Lithuania,Copenhagen,Men,839
4835,2023Q4,Lithuania,Copenhagen,Women,1156
4836,2023Q4,Lithuania,Frederiksberg,Men,59
4837,2023Q4,Lithuania,Frederiksberg,Women,110
4838,2023Q4,Lithuania,Dragør,Men,1
4839,2023Q4,Lithuania,Dragør,Women,1
4840,2023Q4,Lithuania,Tårnby,Men,51
4841,2023Q4,Lithuania,Tårnby,Women,54
4842,2023Q4,Lithuania,Albertslund,Men,24
4843,2023Q4,Lithuania,Albertslund,Women,27
4844,2023Q4,Lithuania,Ballerup,Men,38
4845,2023Q4,Lithuania,Ballerup,Women,38
4846,2023Q4,Lithuania,Brøndby,Men,60
4847,2023Q4,Lithuania,Brøndby,Women,45
4848,2023Q4,Lithuania,Gentofte,Men,130
4849,2023Q4,Lithuania,Gentofte,Women,138
4850,2023Q4,Lithuania,Gladsaxe,Men,109
4851,2023Q4,Lithuania,Gladsaxe,Women,112
4852,2023Q4,Lithuania,Glostrup,Men,33
4853,2023Q4,Lithuania,Glostrup,Women,29
4854,2023Q4,Lithuania,Herlev,Men,19
4855,2023Q4,Lithuania,Herlev,Women,20
4856,2023Q4,Lithuania,Hvidovre,Men,54
4857,2023Q4,Lithuania,Hvidovre,Women,52
4858,2023Q4,Lithuania,Høje-Taastrup,Men,188
4859,2023Q4,Lithuania,Høje-Taastrup,Women,103
4860,2023Q4,Lithuania,Ishøj,Men,56
4861,2023Q4,Lithuania,Ishøj,Women,45
4862,2023Q4,Lithuania,Lyngby-Taarbæk,Men,56
4863,2023Q4,Lithuania,Lyngby-Taarbæk,Women,77
4864,2023Q4,Lithuania,Rødovre,Men,36
4865,2023Q4,Lithuania,Rødovre,Women,39
4866,2023Q4,Lithuania,Vallensbæk,Men,22
4867,2023Q4,Lithuania,Vallensbæk,Women,21
4868,2023Q4,Lithuania,Allerød,Men,39
4869,2023Q4,Lithuania,Allerød,Women,39
4870,2023Q4,Lithuania,Egedal,Men,94
4871,2023Q4,Lithuania,Egedal,Women,50
4872,2023Q4,Lithuania,Fredensborg,Men,140
4873,2023Q4,Lithuania,Fredensborg,Women,140
4874,2023Q4,Lithuania,Frederikssund,Men,52
4875,2023Q4,Lithuania,Frederikssund,Women,53
4876,2023Q4,Lithuania,Furesø,Men,49
4877,2023Q4,Lithuania,Furesø,Women,52
4878,2023Q4,Lithuania,Gribskov,Men,84
4879,2023Q4,Lithuania,Gribskov,Women,77
4880,2023Q4,Lithuania,Halsnæs,Men,65
4881,2023Q4,Lithuania,Halsnæs,Women,59
4882,2023Q4,Lithuania,Helsingør,Men,92
4883,2023Q4,Lithuania,Helsingør,Women,100
4884,2023Q4,Lithuania,Hillerød,Men,149
4885,2023Q4,Lithuania,Hillerød,Women,116
4886,2023Q4,Lithuania,Hørsholm,Men,36
4887,2023Q4,Lithuania,Hørsholm,Women,44
4888,2023Q4,Lithuania,Rudersdal,Men,51
4889,2023Q4,Lithuania,Rudersdal,Women,63
4890,2023Q4,Lithuania,Bornholm,Men,8
4891,2023Q4,Lithuania,Bornholm,Women,21
4892,2023Q4,Lithuania,Christiansø,Men,0
4893,2023Q4,Lithuania,Christiansø,Women,0
4894,2023Q4,Lithuania,Region Sjælland,Men,1132
4895,2023Q4,Lithuania,Region Sjælland,Women,893
4896,2023Q4,Lithuania,Greve,Men,102
4897,2023Q4,Lithuania,Greve,Women,87
4898,2023Q4,Lithuania,Køge,Men,84
4899,2023Q4,Lithuania,Køge,Women,60
4900,2023Q4,Lithuania,Lejre,Men,58
4901,2023Q4,Lithuania,Lejre,Women,46
4902,2023Q4,Lithuania,Roskilde,Men,101
4903,2023Q4,Lithuania,Roskilde,Women,84
4904,2023Q4,Lithuania,Solrød,Men,42
4905,2023Q4,Lithuania,Solrød,Women,34
4906,2023Q4,Lithuania,Faxe,Men,80
4907,2023Q4,Lithuania,Faxe,Women,59
4908,2023Q4,Lithuania,Guldborgsund,Men,30
4909,2023Q4,Lithuania,Guldborgsund,Women,35
4910,2023Q4,Lithuania,Holbæk,Men,106
4911,2023Q4,Lithuania,Holbæk,Women,81
4912,2023Q4,Lithuania,Kalundborg,Men,29
4913,2023Q4,Lithuania,Kalundborg,Women,29
4914,2023Q4,Lithuania,Lolland,Men,21
4915,2023Q4,Lithuania,Lolland,Women,23
4916,2023Q4,Lithuania,Næstved,Men,115
4917,2023Q4,Lithuania,Næstved,Women,63
4918,2023Q4,Lithuania,Odsherred,Men,77
4919,2023Q4,Lithuania,Odsherred,Women,56
4920,2023Q4,Lithuania,Ringsted,Men,86
4921,2023Q4,Lithuania,Ringsted,Women,79
4922,2023Q4,Lithuania,Slagelse,Men,47
4923,2023Q4,Lithuania,Slagelse,Women,46
4924,2023Q4,Lithuania,Sorø,Men,38
4925,2023Q4,Lithuania,Sorø,Women,27
4926,2023Q4,Lithuania,Stevns,Men,52
4927,2023Q4,Lithuania,Stevns,Women,47
4928,2023Q4,Lithuania,Vordingborg,Men,64
4929,2023Q4,Lithuania,Vordingborg,Women,37
4930,2023Q4,Lithuania,Region Syddanmark,Men,1774
4931,2023Q4,Lithuania,Region Syddanmark,Women,1573
4932,2023Q4,Lithuania,Assens,Men,101
4933,2023Q4,Lithuania,Assens,Women,90
4934,2023Q4,Lithuania,Faaborg-Midtfyn,Men,98
4935,2023Q4,Lithuania,Faaborg-Midtfyn,Women,73
4936,2023Q4,Lithuania,Kerteminde,Men,29
4937,2023Q4,Lithuania,Kerteminde,Women,22
4938,2023Q4,Lithuania,Langeland,Men,22
4939,2023Q4,Lithuania,Langeland,Women,9
4940,2023Q4,Lithuania,Middelfart,Men,73
4941,2023Q4,Lithuania,Middelfart,Women,60
4942,2023Q4,Lithuania,Nordfyns,Men,117
4943,2023Q4,Lithuania,Nordfyns,Women,109
4944,2023Q4,Lithuania,Nyborg,Men,52
4945,2023Q4,Lithuania,Nyborg,Women,41
4946,2023Q4,Lithuania,Odense,Men,227
4947,2023Q4,Lithuania,Odense,Women,194
4948,2023Q4,Lithuania,Svendborg,Men,28
4949,2023Q4,Lithuania,Svendborg,Women,30
4950,2023Q4,Lithuania,Ærø,Men,2
4951,2023Q4,Lithuania,Ærø,Women,1
4952,2023Q4,Lithuania,Billund,Men,90
4953,2023Q4,Lithuania,Billund,Women,81
4954,2023Q4,Lithuania,Esbjerg,Men,143
4955,2023Q4,Lithuania,Esbjerg,Women,131
4956,2023Q4,Lithuania,Fanø,Men,0
4957,2023Q4,Lithuania,Fanø,Women,1
4958,2023Q4,Lithuania,Fredericia,Men,68
4959,2023Q4,Lithuania,Fredericia,Women,54
4960,2023Q4,Lithuania,Haderslev,Men,82
4961,2023Q4,Lithuania,Haderslev,Women,79
4962,2023Q4,Lithuania,Kolding,Men,122
4963,2023Q4,Lithuania,Kolding,Women,135
4964,2023Q4,Lithuania,Sønderborg,Men,73
4965,2023Q4,Lithuania,Sønderborg,Women,56
4966,2023Q4,Lithuania,Tønder,Men,27
4967,2023Q4,Lithuania,Tønder,Women,23
4968,2023Q4,Lithuania,Varde,Men,68
4969,2023Q4,Lithuania,Varde,Women,72
4970,2023Q4,Lithuania,Vejen,Men,84
4971,2023Q4,Lithuania,Vejen,Women,70
4972,2023Q4,Lithuania,Vejle,Men,237
4973,2023Q4,Lithuania,Vejle,Women,190
4974,2023Q4,Lithuania,Aabenraa,Men,31
4975,2023Q4,Lithuania,Aabenraa,Women,52
4976,2023Q4,Lithuania,Region Midtjylland,Men,2328
4977,2023Q4,Lithuania,Region Midtjylland,Women,2066
4978,2023Q4,Lithuania,Favrskov,Men,136
4979,2023Q4,Lithuania,Favrskov,Women,93
4980,2023Q4,Lithuania,Hedensted,Men,147
4981,2023Q4,Lithuania,Hedensted,Women,120
4982,2023Q4,Lithuania,Horsens,Men,295
4983,2023Q4,Lithuania,Horsens,Women,219
4984,2023Q4,Lithuania,Norddjurs,Men,281
4985,2023Q4,Lithuania,Norddjurs,Women,264
4986,2023Q4,Lithuania,Odder,Men,36
4987,2023Q4,Lithuania,Odder,Women,27
4988,2023Q4,Lithuania,Randers,Men,138
4989,2023Q4,Lithuania,Randers,Women,137
4990,2023Q4,Lithuania,Samsø,Men,20
4991,2023Q4,Lithuania,Samsø,Women,17
4992,2023Q4,Lithuania,Silkeborg,Men,129
4993,2023Q4,Lithuania,Silkeborg,Women,116
4994,2023Q4,Lithuania,Skanderborg,Men,24
4995,2023Q4,Lithuania,Skanderborg,Women,35
4996,2023Q4,Lithuania,Syddjurs,Men,79
4997,2023Q4,Lithuania,Syddjurs,Women,76
4998,2023Q4,Lithuania,Aarhus,Men,311
4999,2023Q4,Lithuania,Aarhus,Women,345
5000,2023Q4,Lithuania,Herning,Men,117
5001,2023Q4,Lithuania,Herning,Women,102
5002,2023Q4,Lithuania,Holstebro,Men,34
5003,2023Q4,Lithuania,Holstebro,Women,29
5004,2023Q4,Lithuania,Ikast-Brande,Men,199
5005,2023Q4,Lithuania,Ikast-Brande,Women,147
5006,2023Q4,Lithuania,Lemvig,Men,22
5007,2023Q4,Lithuania,Lemvig,Women,12
5008,2023Q4,Lithuania,Ringkøbing-Skjern,Men,99
5009,2023Q4,Lithuania,Ringkøbing-Skjern,Women,69
5010,2023Q4,Lithuania,Skive,Men,45
5011,2023Q4,Lithuania,Skive,Women,39
5012,2023Q4,Lithuania,Struer,Men,5
5013,2023Q4,Lithuania,Struer,Women,11
5014,2023Q4,Lithuania,Viborg,Men,211
5015,2023Q4,Lithuania,Viborg,Women,208
5016,2023Q4,Lithuania,Region Nordjylland,Men,619
5017,2023Q4,Lithuania,Region Nordjylland,Women,583
5018,2023Q4,Lithuania,Brønderslev,Men,21
5019,2023Q4,Lithuania,Brønderslev,Women,11
5020,2023Q4,Lithuania,Frederikshavn,Men,64
5021,2023Q4,Lithuania,Frederikshavn,Women,49
5022,2023Q4,Lithuania,Hjørring,Men,43
5023,2023Q4,Lithuania,Hjørring,Women,47
5024,2023Q4,Lithuania,Jammerbugt,Men,27
5025,2023Q4,Lithuania,Jammerbugt,Women,19
5026,2023Q4,Lithuania,Læsø,Men,1
5027,2023Q4,Lithuania,Læsø,Women,1
5028,2023Q4,Lithuania,Mariagerfjord,Men,49
5029,2023Q4,Lithuania,Mariagerfjord,Women,45
5030,2023Q4,Lithuania,Morsø,Men,18
5031,2023Q4,Lithuania,Morsø,Women,8
5032,2023Q4,Lithuania,Rebild,Men,14
5033,2023Q4,Lithuania,Rebild,Women,14
5034,2023Q4,Lithuania,Thisted,Men,101
5035,2023Q4,Lithuania,Thisted,Women,98
5036,2023Q4,Lithuania,Vesthimmerlands,Men,96
5037,2023Q4,Lithuania,Vesthimmerlands,Women,74
5038,2023Q4,Lithuania,Aalborg,Men,185
5039,2023Q4,Lithuania,Aalborg,Women,217
5040,2023Q4,Luxembourg,All Denmark,Men,109
5041,2023Q4,Luxembourg,All Denmark,Women,127
5042,2023Q4,Luxembourg,Region Hovedstaden,Men,63
5043,2023Q4,Luxembourg,Region Hovedstaden,Women,88
5044,2023Q4,Luxembourg,Copenhagen,Men,34
5045,2023Q4,Luxembourg,Copenhagen,Women,51
5046,2023Q4,Luxembourg,Frederiksberg,Men,13
5047,2023Q4,Luxembourg,Frederiksberg,Women,12
5048,2023Q4,Luxembourg,Dragør,Men,0
5049,2023Q4,Luxembourg,Dragør,Women,0
5050,2023Q4,Luxembourg,Tårnby,Men,0
5051,2023Q4,Luxembourg,Tårnby,Women,0
5052,2023Q4,Luxembourg,Albertslund,Men,0
5053,2023Q4,Luxembourg,Albertslund,Women,0
5054,2023Q4,Luxembourg,Ballerup,Men,1
5055,2023Q4,Luxembourg,Ballerup,Women,3
5056,2023Q4,Luxembourg,Brøndby,Men,0
5057,2023Q4,Luxembourg,Brøndby,Women,1
5058,2023Q4,Luxembourg,Gentofte,Men,4
5059,2023Q4,Luxembourg,Gentofte,Women,9
5060,2023Q4,Luxembourg,Gladsaxe,Men,2
5061,2023Q4,Luxembourg,Gladsaxe,Women,1
5062,2023Q4,Luxembourg,Glostrup,Men,0
5063,2023Q4,Luxembourg,Glostrup,Women,0
5064,2023Q4,Luxembourg,Herlev,Men,0
5065,2023Q4,Luxembourg,Herlev,Women,0
5066,2023Q4,Luxembourg,Hvidovre,Men,0
5067,2023Q4,Luxembourg,Hvidovre,Women,0
5068,2023Q4,Luxembourg,Høje-Taastrup,Men,0
5069,2023Q4,Luxembourg,Høje-Taastrup,Women,0
5070,2023Q4,Luxembourg,Ishøj,Men,0
5071,2023Q4,Luxembourg,Ishøj,Women,0
5072,2023Q4,Luxembourg,Lyngby-Taarbæk,Men,3
5073,2023Q4,Luxembourg,Lyngby-Taarbæk,Women,2
5074,2023Q4,Luxembourg,Rødovre,Men,0
5075,2023Q4,Luxembourg,Rødovre,Women,0
5076,2023Q4,Luxembourg,Vallensbæk,Men,0
5077,2023Q4,Luxembourg,Vallensbæk,Women,2
5078,2023Q4,Luxembourg,Allerød,Men,0
5079,2023Q4,Luxembourg,Allerød,Women,1
5080,2023Q4,Luxembourg,Egedal,Men,0
5081,2023Q4,Luxembourg,Egedal,Women,2
5082,2023Q4,Luxembourg,Fredensborg,Men,1
5083,2023Q4,Luxembourg,Fredensborg,Women,2
5084,2023Q4,Luxembourg,Frederikssund,Men,0
5085,2023Q4,Luxembourg,Frederikssund,Women,0
5086,2023Q4,Luxembourg,Furesø,Men,1
5087,2023Q4,Luxembourg,Furesø,Women,0
5088,2023Q4,Luxembourg,Gribskov,Men,0
5089,2023Q4,Luxembourg,Gribskov,Women,0
5090,2023Q4,Luxembourg,Halsnæs,Men,0
5091,2023Q4,Luxembourg,Halsnæs,Women,0
5092,2023Q4,Luxembourg,Helsingør,Men,0
5093,2023Q4,Luxembourg,Helsingør,Women,0
5094,2023Q4,Luxembourg,Hillerød,Men,0
5095,2023Q4,Luxembourg,Hillerød,Women,0
5096,2023Q4,Luxembourg,Hørsholm,Men,0
5097,2023Q4,Luxembourg,Hørsholm,Women,1
5098,2023Q4,Luxembourg,Rudersdal,Men,4
5099,2023Q4,Luxembourg,Rudersdal,Women,0
5100,2023Q4,Luxembourg,Bornholm,Men,0
5101,2023Q4,Luxembourg,Bornholm,Women,1
5102,2023Q4,Luxembourg,Christiansø,Men,0
5103,2023Q4,Luxembourg,Christiansø,Women,0
5104,2023Q4,Luxembourg,Region Sjælland,Men,7
5105,2023Q4,Luxembourg,Region Sjælland,Women,3
5106,2023Q4,Luxembourg,Greve,Men,1
5107,2023Q4,Luxembourg,Greve,Women,0
5108,2023Q4,Luxembourg,Køge,Men,1
5109,2023Q4,Luxembourg,Køge,Women,0
5110,2023Q4,Luxembourg,Lejre,Men,0
5111,2023Q4,Luxembourg,Lejre,Women,0
5112,2023Q4,Luxembourg,Roskilde,Men,1
5113,2023Q4,Luxembourg,Roskilde,Women,2
5114,2023Q4,Luxembourg,Solrød,Men,0
5115,2023Q4,Luxembourg,Solrød,Women,0
5116,2023Q4,Luxembourg,Faxe,Men,0
5117,2023Q4,Luxembourg,Faxe,Women,0
5118,2023Q4,Luxembourg,Guldborgsund,Men,0
5119,2023Q4,Luxembourg,Guldborgsund,Women,0
5120,2023Q4,Luxembourg,Holbæk,Men,1
5121,2023Q4,Luxembourg,Holbæk,Women,1
5122,2023Q4,Luxembourg,Kalundborg,Men,0
5123,2023Q4,Luxembourg,Kalundborg,Women,0
5124,2023Q4,Luxembourg,Lolland,Men,0
5125,2023Q4,Luxembourg,Lolland,Women,0
5126,2023Q4,Luxembourg,Næstved,Men,1
5127,2023Q4,Luxembourg,Næstved,Women,0
5128,2023Q4,Luxembourg,Odsherred,Men,1
5129,2023Q4,Luxembourg,Odsherred,Women,0
5130,2023Q4,Luxembourg,Ringsted,Men,1
5131,2023Q4,Luxembourg,Ringsted,Women,0
5132,2023Q4,Luxembourg,Slagelse,Men,0
5133,2023Q4,Luxembourg,Slagelse,Women,0
5134,2023Q4,Luxembourg,Sorø,Men,0
5135,2023Q4,Luxembourg,Sorø,Women,0
5136,2023Q4,Luxembourg,Stevns,Men,0
5137,2023Q4,Luxembourg,Stevns,Women,0
5138,2023Q4,Luxembourg,Vordingborg,Men,0
5139,2023Q4,Luxembourg,Vordingborg,Women,0
5140,2023Q4,Luxembourg,Region Syddanmark,Men,15
5141,2023Q4,Luxembourg,Region Syddanmark,Women,18
5142,2023Q4,Luxembourg,Assens,Men,1
5143,2023Q4,Luxembourg,Assens,Women,0
5144,2023Q4,Luxembourg,Faaborg-Midtfyn,Men,1
5145,2023Q4,Luxembourg,Faaborg-Midtfyn,Women,0
5146,2023Q4,Luxembourg,Kerteminde,Men,0
5147,2023Q4,Luxembourg,Kerteminde,Women,0
5148,2023Q4,Luxembourg,Langeland,Men,0
5149,2023Q4,Luxembourg,Langeland,Women,0
5150,2023Q4,Luxembourg,Middelfart,Men,0
5151,2023Q4,Luxembourg,Middelfart,Women,0
5152,2023Q4,Luxembourg,Nordfyns,Men,0
5153,2023Q4,Luxembourg,Nordfyns,Women,0
5154,2023Q4,Luxembourg,Nyborg,Men,0
5155,2023Q4,Luxembourg,Nyborg,Women,1
5156,2023Q4,Luxembourg,Odense,Men,5
5157,2023Q4,Luxembourg,Odense,Women,3
5158,2023Q4,Luxembourg,Svendborg,Men,0
5159,2023Q4,Luxembourg,Svendborg,Women,4
5160,2023Q4,Luxembourg,Ærø,Men,0
5161,2023Q4,Luxembourg,Ærø,Women,0
5162,2023Q4,Luxembourg,Billund,Men,0
5163,2023Q4,Luxembourg,Billund,Women,0
5164,2023Q4,Luxembourg,Esbjerg,Men,1
5165,2023Q4,Luxembourg,Esbjerg,Women,0
5166,2023Q4,Luxembourg,Fanø,Men,1
5167,2023Q4,Luxembourg,Fanø,Women,0
5168,2023Q4,Luxembourg,Fredericia,Men,0
5169,2023Q4,Luxembourg,Fredericia,Women,0
5170,2023Q4,Luxembourg,Haderslev,Men,1
5171,2023Q4,Luxembourg,Haderslev,Women,0
5172,2023Q4,Luxembourg,Kolding,Men,0
5173,2023Q4,Luxembourg,Kolding,Women,4
5174,2023Q4,Luxembourg,Sønderborg,Men,3
5175,2023Q4,Luxembourg,Sønderborg,Women,2
5176,2023Q4,Luxembourg,Tønder,Men,1
5177,2023Q4,Luxembourg,Tønder,Women,0
5178,2023Q4,Luxembourg,Varde,Men,0
5179,2023Q4,Luxembourg,Varde,Women,0
5180,2023Q4,Luxembourg,Vejen,Men,0
5181,2023Q4,Luxembourg,Vejen,Women,0
5182,2023Q4,Luxembourg,Vejle,Men,1
5183,2023Q4,Luxembourg,Vejle,Women,1
5184,2023Q4,Luxembourg,Aabenraa,Men,0
5185,2023Q4,Luxembourg,Aabenraa,Women,3
5186,2023Q4,Luxembourg,Region Midtjylland,Men,18
5187,2023Q4,Luxembourg,Region Midtjylland,Women,16
5188,2023Q4,Luxembourg,Favrskov,Men,0
5189,2023Q4,Luxembourg,Favrskov,Women,0
5190,2023Q4,Luxembourg,Hedensted,Men,0
5191,2023Q4,Luxembourg,Hedensted,Women,0
5192,2023Q4,Luxembourg,Horsens,Men,0
5193,2023Q4,Luxembourg,Horsens,Women,0
5194,2023Q4,Luxembourg,Norddjurs,Men,0
5195,2023Q4,Luxembourg,Norddjurs,Women,0
5196,2023Q4,Luxembourg,Odder,Men,0
5197,2023Q4,Luxembourg,Odder,Women,0
5198,2023Q4,Luxembourg,Randers,Men,1
5199,2023Q4,Luxembourg,Randers,Women,0
5200,2023Q4,Luxembourg,Samsø,Men,0
5201,2023Q4,Luxembourg,Samsø,Women,1
5202,2023Q4,Luxembourg,Silkeborg,Men,0
5203,2023Q4,Luxembourg,Silkeborg,Women,1
5204,2023Q4,Luxembourg,Skanderborg,Men,1
5205,2023Q4,Luxembourg,Skanderborg,Women,0
5206,2023Q4,Luxembourg,Syddjurs,Men,1
5207,2023Q4,Luxembourg,Syddjurs,Women,1
5208,2023Q4,Luxembourg,Aarhus,Men,11
5209,2023Q4,Luxembourg,Aarhus,Women,11
5210,2023Q4,Luxembourg,Herning,Men,0
5211,2023Q4,Luxembourg,Herning,Women,0
5212,2023Q4,Luxembourg,Holstebro,Men,1
5213,2023Q4,Luxembourg,Holstebro,Women,1
5214,2023Q4,Luxembourg,Ikast-Brande,Men,0
5215,2023Q4,Luxembourg,Ikast-Brande,Women,0
5216,2023Q4,Luxembourg,Lemvig,Men,0
5217,2023Q4,Luxembourg,Lemvig,Women,0
5218,2023Q4,Luxembourg,Ringkøbing-Skjern,Men,1
5219,2023Q4,Luxembourg,Ringkøbing-Skjern,Women,0
5220,2023Q4,Luxembourg,Skive,Men,0
5221,2023Q4,Luxembourg,Skive,Women,0
5222,2023Q4,Luxembourg,Struer,Men,0
5223,2023Q4,Luxembourg,Struer,Women,0
5224,2023Q4,Luxembourg,Viborg,Men,2
5225,2023Q4,Luxembourg,Viborg,Women,1
5226,2023Q4,Luxembourg,Region Nordjylland,Men,6
5227,2023Q4,Luxembourg,Region Nordjylland,Women,2
5228,2023Q4,Luxembourg,Brønderslev,Men,0
5229,2023Q4,Luxembourg,Brønderslev,Women,0
5230,2023Q4,Luxembourg,Frederikshavn,Men,1
5231,2023Q4,Luxembourg,Frederikshavn,Women,1
5232,2023Q4,Luxembourg,Hjørring,Men,0
5233,2023Q4,Luxembourg,Hjørring,Women,0
5234,2023Q4,Luxembourg,Jammerbugt,Men,2
5235,2023Q4,Luxembourg,Jammerbugt,Women,0
5236,2023Q4,Luxembourg,Læsø,Men,0
5237,2023Q4,Luxembourg,Læsø,Women,0
5238,2023Q4,Luxembourg,Mariagerfjord,Men,0
5239,2023Q4,Luxembourg,Mariagerfjord,Women,0
5240,2023Q4,Luxembourg,Morsø,Men,0
5241,2023Q4,Luxembourg,Morsø,Women,0
5242,2023Q4,Luxembourg,Rebild,Men,0
5243,2023Q4,Luxembourg,Rebild,Women,0
5244,2023Q4,Luxembourg,Thisted,Men,0
5245,2023Q4,Luxembourg,Thisted,Women,0
5246,2023Q4,Luxembourg,Vesthimmerlands,Men,1
5247,2023Q4,Luxembourg,Vesthimmerlands,Women,1
5248,2023Q4,Luxembourg,Aalborg,Men,2
5249,2023Q4,Luxembourg,Aalborg,Women,0
5250,2023Q4,Malta,All Denmark,Men,67
5251,2023Q4,Malta,All Denmark,Women,57
5252,2023Q4,Malta,Region Hovedstaden,Men,33
5253,2023Q4,Malta,Region Hovedstaden,Women,35
5254,2023Q4,Malta,Copenhagen,Men,21
5255,2023Q4,Malta,Copenhagen,Women,14
5256,2023Q4,Malta,Frederiksberg,Men,2
5257,2023Q4,Malta,Frederiksberg,Women,1
5258,2023Q4,Malta,Dragør,Men,0
5259,2023Q4,Malta,Dragør,Women,0
5260,2023Q4,Malta,Tårnby,Men,0
5261,2023Q4,Malta,Tårnby,Women,1
5262,2023Q4,Malta,Albertslund,Men,1
5263,2023Q4,Malta,Albertslund,Women,1
5264,2023Q4,Malta,Ballerup,Men,0
5265,2023Q4,Malta,Ballerup,Women,1
5266,2023Q4,Malta,Brøndby,Men,0
5267,2023Q4,Malta,Brøndby,Women,1
5268,2023Q4,Malta,Gentofte,Men,4
5269,2023Q4,Malta,Gentofte,Women,1
5270,2023Q4,Malta,Gladsaxe,Men,1
5271,2023Q4,Malta,Gladsaxe,Women,1
5272,2023Q4,Malta,Glostrup,Men,0
5273,2023Q4,Malta,Glostrup,Women,0
5274,2023Q4,Malta,Herlev,Men,0
5275,2023Q4,Malta,Herlev,Women,0
5276,2023Q4,Malta,Hvidovre,Men,0
5277,2023Q4,Malta,Hvidovre,Women,4
5278,2023Q4,Malta,Høje-Taastrup,Men,0
5279,2023Q4,Malta,Høje-Taastrup,Women,0
5280,2023Q4,Malta,Ishøj,Men,0
5281,2023Q4,Malta,Ishøj,Women,0
5282,2023Q4,Malta,Lyngby-Taarbæk,Men,0
5283,2023Q4,Malta,Lyngby-Taarbæk,Women,1
5284,2023Q4,Malta,Rødovre,Men,1
5285,2023Q4,Malta,Rødovre,Women,2
5286,2023Q4,Malta,Vallensbæk,Men,0
5287,2023Q4,Malta,Vallensbæk,Women,0
5288,2023Q4,Malta,Allerød,Men,0
5289,2023Q4,Malta,Allerød,Women,0
5290,2023Q4,Malta,Egedal,Men,0
5291,2023Q4,Malta,Egedal,Women,1
5292,2023Q4,Malta,Fredensborg,Men,0
5293,2023Q4,Malta,Fredensborg,Women,0
5294,2023Q4,Malta,Frederikssund,Men,0
5295,2023Q4,Malta,Frederikssund,Women,0
5296,2023Q4,Malta,Furesø,Men,0
5297,2023Q4,Malta,Furesø,Women,0
5298,2023Q4,Malta,Gribskov,Men,0
5299,2023Q4,Malta,Gribskov,Women,0
5300,2023Q4,Malta,Halsnæs,Men,0
5301,2023Q4,Malta,Halsnæs,Women,3
5302,2023Q4,Malta,Helsingør,Men,0
5303,2023Q4,Malta,Helsingør,Women,0
5304,2023Q4,Malta,Hillerød,Men,0
5305,2023Q4,Malta,Hillerød,Women,1
5306,2023Q4,Malta,Hørsholm,Men,1
5307,2023Q4,Malta,Hørsholm,Women,2
5308,2023Q4,Malta,Rudersdal,Men,1
5309,2023Q4,Malta,Rudersdal,Women,0
5310,2023Q4,Malta,Bornholm,Men,1
5311,2023Q4,Malta,Bornholm,Women,0
5312,2023Q4,Malta,Christiansø,Men,0
5313,2023Q4,Malta,Christiansø,Women,0
5314,2023Q4,Malta,Region Sjælland,Men,6
5315,2023Q4,Malta,Region Sjælland,Women,5
5316,2023Q4,Malta,Greve,Men,0
5317,2023Q4,Malta,Greve,Women,1
5318,2023Q4,Malta,Køge,Men,0
5319,2023Q4,Malta,Køge,Women,0
5320,2023Q4,Malta,Lejre,Men,0
5321,2023Q4,Malta,Lejre,Women,0
5322,2023Q4,Malta,Roskilde,Men,2
5323,2023Q4,Malta,Roskilde,Women,3
5324,2023Q4,Malta,Solrød,Men,1
5325,2023Q4,Malta,Solrød,Women,1
5326,2023Q4,Malta,Faxe,Men,0
5327,2023Q4,Malta,Faxe,Women,0
5328,2023Q4,Malta,Guldborgsund,Men,0
5329,2023Q4,Malta,Guldborgsund,Women,0
5330,2023Q4,Malta,Holbæk,Men,1
5331,2023Q4,Malta,Holbæk,Women,0
